City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kaifeng,CN,34.7911,114.3483,39.2,100,86,2.77,mist
349,Padang,ID,-0.9492,100.3543,77.0,94,75,4.61,light rain
350,Loa Janan,ID,-0.583,117.095,75.16,94,82,1.25,broken clouds
351,Souillac,MU,-20.5167,57.5167,78.8,78,40,6.91,light rain
352,Tarakan,ID,3.3,117.6333,81.28,81,99,10.56,overcast clouds
353,Abu Samrah,SY,35.3029,37.1841,53.37,60,0,6.49,clear sky
354,Millbrook,US,32.4799,-86.3619,54.0,71,90,10.36,overcast clouds
355,Berlevag,NO,70.8578,29.0864,24.8,80,20,41.43,snow
356,San Jose De Rio Tinto,HN,14.9333,-85.7,84.2,65,75,3.44,broken clouds
357,Waingapu,ID,-9.6567,120.2641,78.87,85,98,8.34,overcast clouds
358,Codajas,BR,-3.8367,-62.0569,86.72,64,76,1.86,broken clouds
359,Khuzhir,RU,53.1939,107.3397,15.3,80,44,6.6,scattered clouds
360,Itabirito,BR,-20.2533,-43.8014,84.2,48,75,11.5,broken clouds
361,Karasjok,NO,69.4719,25.5112,26.6,68,99,23.02,snow
362,Nome,US,64.5011,-165.4064,-20.2,69,1,4.72,clear sky
363,Klaksvik,FO,62.2266,-6.589,46.4,93,75,8.05,broken clouds
364,Waipawa,NZ,-41.4122,175.5153,53.6,82,0,3.44,clear sky
365,Churapcha,RU,62.0025,132.4325,12.85,95,100,8.25,light snow
366,Bardiyah,LY,31.7561,25.0865,64.04,65,73,18.63,broken clouds
367,Pala,TD,9.3642,14.9046,95.79,25,42,3.31,scattered clouds
368,Bagdarin,RU,54.4333,113.6,5.22,83,5,4.54,clear sky
369,Shakiso,ET,5.75,38.9167,63.5,88,94,4.52,moderate rain
370,Moose Factory,CA,51.2585,-80.6094,41.0,41,1,13.8,clear sky
371,Oistins,BB,13.0667,-59.5333,84.2,54,40,17.27,scattered clouds
372,Ganzhou,CN,28.8184,115.4327,56.01,91,98,4.32,overcast clouds
373,Diapaga,BF,12.0708,1.7889,101.41,10,40,9.33,scattered clouds
374,Xalpatlahuac,MX,17.4667,-98.6167,75.69,33,0,4.72,clear sky
375,Lodwar,KE,3.1191,35.5973,91.56,33,59,16.02,broken clouds
376,Arman,RU,59.7,150.1667,-5.17,73,0,7.83,clear sky
377,Teya,RU,60.3778,92.6267,25.36,89,100,14.16,overcast clouds
378,Lima,PE,-12.0432,-77.0282,78.8,65,0,4.61,clear sky
379,Sarahan,IN,31.5167,77.8,47.53,44,17,8.12,few clouds
380,Shingu,JP,33.7333,135.9833,51.76,76,83,5.1,broken clouds
381,Adrar,MR,20.5022,-10.0711,90.7,8,0,9.55,clear sky
382,Konya,TR,38.1667,32.5,51.8,37,40,11.5,scattered clouds
383,Kolyvan,RU,55.3053,82.7391,23.0,68,0,8.95,clear sky
384,Mezhdurechensk,RU,53.6942,88.0603,17.98,90,73,3.53,broken clouds
385,Namatanai,PG,-3.6667,152.4333,79.86,78,10,6.35,clear sky
386,Poplar Bluff,US,36.757,-90.3929,46.0,57,1,11.5,clear sky
387,Dergachi,RU,51.2328,48.7659,28.99,92,100,16.82,overcast clouds
388,Ballina,AU,-28.8667,153.5667,69.8,94,90,5.75,overcast clouds
389,Moron,AR,-34.6534,-58.6198,73.99,53,31,4.0,scattered clouds
390,Rawson,AR,-43.3002,-65.1023,79.57,23,0,16.37,clear sky
391,Yangjiang,CN,21.85,111.9667,72.3,88,2,2.39,clear sky
392,Cam Ranh,VN,11.9214,109.1591,78.8,89,40,6.91,scattered clouds
393,Carballo,ES,43.213,-8.691,54.0,87,75,9.22,broken clouds
394,Srednekolymsk,RU,67.45,153.6833,-26.91,95,0,2.89,clear sky
395,Bahia Blanca,AR,-38.7196,-62.2724,77.27,33,0,16.67,clear sky
396,Guarapari,BR,-20.6667,-40.4975,87.01,58,20,12.66,few clouds
397,Walvis Bay,NA,-22.9575,14.5053,66.0,83,0,8.01,clear sky
398,San Isidro,PE,-12.1167,-77.05,78.8,65,0,4.61,clear sky
399,Kijang,KR,35.2442,129.2139,51.8,58,75,10.36,broken clouds
400,Tagbac,PH,7.089,125.1567,78.8,89,75,3.44,broken clouds
401,Salinas,US,36.6777,-121.6555,57.2,94,90,6.91,overcast clouds
402,Muzhi,RU,65.3667,64.6667,-12.84,98,98,9.64,overcast clouds
403,Manzanillo,CU,20.3433,-77.1167,85.59,51,26,8.12,scattered clouds
404,Mandapam,IN,9.2833,79.1167,81.88,75,33,15.12,scattered clouds
405,Pipar,IN,26.3856,73.5378,76.8,28,69,6.8,broken clouds
406,Tungor,RU,53.3808,142.9564,8.02,95,1,10.25,clear sky
407,Chara,RU,56.9064,118.2631,7.75,69,100,2.82,overcast clouds
408,San Cristobal,VE,7.7669,-72.225,75.2,94,75,5.75,fog
409,Port-Gentil,GA,-0.7193,8.7815,84.2,79,75,16.11,light rain
410,Crotone,IT,39.0851,17.1178,50.0,76,40,4.61,scattered clouds
411,Presidente Epitacio,BR,-21.7633,-52.1156,86.18,60,57,8.34,broken clouds
412,Port Keats,AU,-14.25,129.55,75.24,92,78,6.22,light rain
413,Nelson Bay,AU,-32.7167,152.15,69.01,100,75,13.8,moderate rain
414,Thunder Bay,CA,48.4001,-89.3168,44.6,29,1,8.05,clear sky
415,Bay Roberts,CA,47.5999,-53.2648,46.99,87,90,33.38,light rain
416,Mayo,US,38.8876,-76.5119,45.0,38,1,16.11,clear sky
417,Kiama,AU,-34.6833,150.8667,69.01,86,100,5.01,light rain
418,Yeppoon,AU,-23.1333,150.7333,75.2,83,75,5.75,broken clouds
419,Kulhudhuffushi,MV,6.6221,73.07,83.03,68,33,4.65,scattered clouds
420,High Prairie,CA,55.4334,-116.4858,37.4,75,97,4.61,overcast clouds
421,Algiers,DZ,36.7525,3.042,57.2,67,75,13.8,broken clouds
422,Richards Bay,ZA,-28.783,32.0377,75.29,88,14,5.1,light rain
423,Ambon,ID,-3.6954,128.1814,81.72,76,82,3.89,broken clouds
424,Benguela,AO,-12.5763,13.4055,80.04,77,13,8.16,few clouds
425,Sola,VU,-13.8833,167.55,82.09,75,93,12.08,moderate rain
426,Prachuap Khiri Khan,TH,12.2167,99.75,72.45,88,12,3.31,few clouds
427,Outlook,CA,51.5001,-107.0513,48.2,61,23,9.22,few clouds
428,Pacifica,US,37.6138,-122.4869,55.99,88,90,4.74,overcast clouds
429,Udimskiy,RU,61.1417,45.9144,20.12,94,100,5.91,snow
430,Anjozorobe,MG,-18.4,47.8667,64.4,94,75,5.75,light rain
431,Marabba,SD,12.35,32.1833,94.15,11,64,11.16,broken clouds
432,Champerico,GT,14.3,-91.9167,84.2,65,0,7.94,clear sky
433,Mossendjo,CG,-2.9506,12.7261,74.75,80,62,3.83,broken clouds
434,Abha,SA,18.2164,42.5053,68.0,77,0,5.75,clear sky
435,Aljezur,PT,37.3191,-8.8033,60.73,50,56,13.11,broken clouds
436,Balaghat,IN,21.8,80.1833,71.46,60,71,13.65,broken clouds
437,Vytegra,RU,61.0064,36.4481,17.83,97,100,4.47,light snow
438,Saint-Francois,FR,46.4154,3.9054,41.0,87,75,14.97,broken clouds
439,Las Rosas,AR,-32.4766,-61.5804,72.39,38,61,7.96,broken clouds
440,Barkhan,PK,29.8977,69.5256,67.35,28,22,3.24,few clouds
441,Verkhniye Kigi,RU,55.4083,58.6044,26.85,96,100,8.01,snow
442,Kodinsk,RU,58.6881,99.1844,22.57,93,100,11.79,light snow
443,Salima,MW,-13.7804,34.4587,72.63,87,29,0.96,scattered clouds
444,Frederico Westphalen,BR,-27.3592,-53.3944,82.99,63,23,8.99,few clouds
445,Sakhipur,BD,24.3,90.1833,82.4,57,40,3.49,haze
446,Kamenka,RU,51.3223,42.7678,26.29,91,100,7.54,overcast clouds
447,Vanimo,PG,-2.6741,141.3028,77.72,84,56,3.06,broken clouds
448,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.0,64,20,13.8,few clouds
449,Vaitape,PF,-16.5167,-151.75,81.97,67,22,4.88,few clouds
450,Constitucion,CL,-35.3333,-72.4167,62.69,53,61,7.47,broken clouds
451,Mindelo,CV,16.8901,-24.9804,77.0,57,40,27.63,scattered clouds
452,Shenjiamen,CN,29.9576,122.298,53.19,96,67,6.91,broken clouds
453,Jati,PK,24.3539,68.2671,74.7,67,0,12.53,clear sky
454,Chiriqui,PA,8.4,-82.3167,87.8,62,20,3.44,few clouds
455,Buraydah,SA,26.326,43.975,82.4,28,0,16.11,clear sky
456,Malanje,AO,-9.5402,16.341,71.19,87,59,3.62,broken clouds
457,Cap Malheureux,MU,-19.9842,57.6142,77.0,83,1,3.0,clear sky
458,Panjakent,TJ,39.4952,67.6093,62.6,59,75,16.11,broken clouds
459,Atbasar,KZ,51.8,68.3333,28.67,77,100,13.78,overcast clouds
460,Saint-Augustin,CA,51.226,-58.6502,22.23,83,71,13.06,broken clouds
461,Naifaru,MV,5.4444,73.3657,83.25,65,32,5.01,scattered clouds
462,Itubera,BR,-13.7322,-39.1492,79.45,87,92,5.79,overcast clouds
463,Faridpur,BD,23.6,89.8333,82.4,57,40,5.99,moderate rain
464,Te Anau,NZ,-45.4167,167.7167,44.01,95,84,1.95,broken clouds
465,Yibin,CN,28.7667,104.6238,58.01,69,100,12.1,light rain
466,Bonthe,SL,7.5264,-12.505,85.05,60,7,13.67,clear sky
467,Yumen,CN,40.2833,97.2,29.84,24,48,5.91,scattered clouds
468,Tucumcari,US,35.1717,-103.725,42.8,65,1,4.61,clear sky
469,Menongue,AO,-14.6585,17.691,69.46,85,98,1.32,light rain
470,Yoichi,JP,43.2039,140.7703,32.0,72,96,6.08,overcast clouds
471,Buchanan,LR,5.8808,-10.0467,86.0,70,20,13.8,light rain
472,Verkhnevilyuysk,RU,63.4453,120.3167,12.04,95,100,4.68,overcast clouds
473,Novomichurinsk,RU,54.0384,39.7479,32.0,65,100,7.23,light snow
474,Ibirataia,BR,-14.0669,-39.6406,85.21,60,85,5.95,overcast clouds
475,Kungurtug,RU,50.5994,97.5228,3.16,89,15,1.52,few clouds
476,Saryozek,KZ,44.3583,77.9753,35.94,31,0,12.17,clear sky
477,Bubaque,GW,11.2833,-15.8333,76.6,70,0,17.05,clear sky
478,Gua Musang,MY,4.8823,101.9644,72.86,87,10,1.5,clear sky
479,Qaqortoq,GL,60.7167,-46.0333,30.2,40,75,5.75,broken clouds
480,Gulu,UG,2.7746,32.299,68.0,85,96,0.89,light rain
481,Acapulco,MX,16.8634,-99.8901,82.4,65,1,8.05,clear sky
482,Vilhena,BR,-12.7406,-60.1458,77.0,78,75,11.5,broken clouds
483,Kitimat,CA,54.0524,-128.6534,37.99,96,95,2.39,overcast clouds
484,Bayshore Gardens,US,27.4253,-82.5904,70.0,68,75,16.11,broken clouds
485,Abalak,RU,58.1286,68.5944,23.88,96,100,5.3,overcast clouds
486,Buala,SB,-8.145,159.5921,79.05,82,90,1.99,light rain
487,Jishou,CN,28.3167,109.7167,47.48,90,99,7.05,light rain
488,Barcelona,ES,41.3888,2.159,48.99,87,75,8.05,broken clouds
489,Mankono,CI,8.0586,-6.1897,93.74,35,17,4.12,few clouds
490,Muromtsevo,RU,56.3724,75.2418,23.22,83,100,13.71,overcast clouds
491,Eldorado,BR,-23.7869,-54.2836,85.42,59,65,11.41,broken clouds
492,Hamilton,US,39.1834,-84.5333,46.0,36,1,18.41,clear sky
493,La Ronge,CA,55.1001,-105.2842,37.4,69,60,8.05,broken clouds
494,Witu,KE,-2.3889,40.4382,82.4,74,1,6.91,clear sky
495,Bairiki,KI,1.3292,172.9752,80.6,83,20,4.61,few clouds
496,Urengoy,RU,65.9667,78.3667,-17.5,96,1,9.62,clear sky
497,Tatawin,TN,32.9297,10.4518,71.6,28,0,3.44,clear sky
498,Lasa,IT,46.6166,10.7002,48.2,47,40,8.05,scattered clouds
499,Sitka,US,57.0531,-135.33,33.8,75,90,12.66,snow
500,Jutai,BR,-5.1833,-68.9,84.94,77,32,3.0,scattered clouds
501,Chingirlau,KZ,51.095,54.0814,32.25,98,100,9.93,snow
502,Jimbolia,RO,45.7914,20.7172,42.01,65,0,3.44,clear sky
503,Rio Casca,BR,-20.2261,-42.6508,81.57,70,84,5.14,broken clouds
504,Mocuba,MZ,-16.8392,36.9856,74.55,96,62,4.32,light rain
505,Abu Dhabi,AE,24.4667,54.3667,80.6,73,0,5.75,clear sky
506,Cabedelo,BR,-6.9811,-34.8339,86.0,70,75,14.97,broken clouds
507,Hirara,JP,24.8,125.2833,71.67,85,0,12.08,clear sky
508,Manokwari,ID,-0.8667,134.0833,78.42,78,88,2.42,light rain
509,Mabaruma,GY,8.2,-59.7833,85.98,51,97,7.09,overcast clouds
510,Hannibal,US,39.7084,-91.3585,44.01,45,1,5.75,clear sky
511,Xining,CN,36.6167,101.7667,24.93,78,96,6.62,overcast clouds
512,Auki,SB,-8.7676,160.7034,77.45,87,59,3.13,broken clouds
513,Mangan,IN,27.5167,88.5333,64.8,47,51,5.44,broken clouds
514,Palmeiras De Goias,BR,-16.805,-49.9258,80.58,73,86,5.44,overcast clouds
515,Lazaro Cardenas,MX,17.9583,-102.2,86.61,41,4,4.65,clear sky
516,Shubarshi,KZ,48.5872,57.1869,30.36,96,97,19.22,light snow
517,Nizhniy Kuranakh,RU,58.8353,125.4869,15.48,92,100,5.21,overcast clouds
518,Bentiu,SS,9.2333,29.8333,92.64,25,82,5.86,broken clouds
519,Dolores,AR,-36.3132,-57.6792,74.48,38,0,6.78,light rain
520,Mirnyy,RU,62.5353,113.9611,5.56,96,87,5.64,overcast clouds
521,Zhangjiakou,CN,40.81,114.8794,38.84,66,93,12.5,overcast clouds
522,Ormara,PK,25.2088,64.6357,76.12,73,0,8.16,clear sky
523,Haines Junction,CA,60.7522,-137.5108,10.4,56,100,14.97,light snow
524,Machali,CL,-34.1833,-70.6667,64.4,59,40,4.61,scattered clouds
525,Ginda,IN,30.6945,78.4932,55.2,30,100,7.07,overcast clouds
526,Tignere,CM,7.3667,12.65,71.04,78,95,3.22,overcast clouds
527,Uglegorsk,RU,49.0833,142.0333,20.79,76,77,3.53,broken clouds
528,Ust-Nera,RU,64.5667,143.2,-12.05,94,41,6.85,scattered clouds
529,Bereda,ES,43.2686,-7.5406,50.0,100,100,11.01,overcast clouds
530,Promissao,BR,-21.5367,-49.8581,85.6,56,25,6.67,scattered clouds
531,Birobidzhan,RU,48.8,132.95,24.84,87,11,3.94,few clouds
532,Prince Rupert,CA,54.3161,-130.3201,41.0,93,90,8.05,moderate rain
533,Yar-Sale,RU,66.8333,70.8333,-19.01,98,29,10.0,scattered clouds
534,Pyapon,MM,16.2833,95.6833,71.94,71,8,8.57,clear sky
535,Camacha,PT,33.0833,-16.3333,60.8,59,75,14.97,broken clouds
536,Kuvshinovo,RU,57.0295,34.1725,21.49,92,73,4.27,broken clouds
537,Portland,US,45.5234,-122.6762,51.01,57,75,9.22,broken clouds
538,Makubetsu,JP,45.3714,141.8211,28.92,70,0,11.43,clear sky
539,Virginia Beach,US,36.8529,-75.978,39.2,87,90,17.27,moderate rain
540,Dali,CN,25.7,100.1833,54.28,40,81,5.23,broken clouds
541,Jalu,LY,29.0331,21.5482,77.43,17,2,13.62,clear sky
542,Chiredzi,ZW,-21.05,31.6667,77.09,53,2,6.13,clear sky
543,Caranavi,BO,-15.8167,-67.55,66.99,90,99,2.24,overcast clouds
544,Manavalakurichi,IN,8.1333,77.3,86.0,70,40,2.98,haze
545,Bela,IN,25.9333,81.9833,79.48,38,83,8.52,broken clouds
546,Opuwo,NA,-18.0607,13.84,78.12,60,68,3.27,light rain
547,Lumeje,AO,-11.55,20.7833,76.24,63,66,2.35,broken clouds
548,Avera,US,33.194,-82.5271,64.0,51,1,9.22,clear sky
549,Pringsewu,ID,-5.3582,104.9744,74.84,94,92,6.11,overcast clouds
550,Rodez,FR,44.5,2.5833,42.01,60,20,16.11,few clouds
551,Samarai,PG,-10.6167,150.6667,81.95,77,5,6.44,clear sky
552,Burns Lake,CA,54.2331,-125.7533,24.8,93,68,4.7,broken clouds
553,Monki,PL,53.405,22.7979,30.0,73,93,10.85,overcast clouds
554,Conakry,GN,9.538,-13.6773,80.01,63,0,13.91,clear sky
555,La Rioja,ES,42.25,-2.5,48.0,61,75,6.91,broken clouds
556,Goroka,PG,-6.0834,145.3873,59.67,96,100,2.15,overcast clouds
557,Faya,SA,18.3851,42.4509,68.0,77,0,5.75,clear sky
558,Blagoyevo,RU,63.3667,47.9167,17.22,94,100,5.03,overcast clouds
559,Roebourne,AU,-20.7833,117.1333,78.13,61,0,18.12,clear sky
560,Kawalu,ID,-7.3817,108.2082,72.75,96,100,1.5,overcast clouds
561,Tabalosos,PE,-6.35,-76.6833,82.4,78,90,4.61,overcast clouds
562,Asosa,ET,10.0667,34.5333,75.36,45,87,2.46,overcast clouds
563,Tinskoy,RU,56.1525,96.9161,20.25,81,99,9.62,overcast clouds
564,San Pedro,PH,14.35,121.0167,82.99,78,20,4.61,few clouds
565,Rincon,US,32.296,-81.2354,64.0,48,20,13.8,few clouds
566,Wilmington Island,US,32.0036,-80.9737,68.0,48,1,9.22,clear sky
567,Maraba,BR,-5.3686,-49.1178,82.4,83,75,4.61,light rain
568,Harper,LR,4.375,-7.7169,82.69,73,3,9.53,clear sky
569,Priego De Cordoba,ES,37.4381,-4.1952,57.0,41,85,1.99,overcast clouds
570,Causapscal,CA,48.3542,-67.227,17.01,56,90,14.81,overcast clouds
571,Belaya Gora,RU,68.5333,146.4167,-13.86,83,98,5.01,overcast clouds
572,Rocha,UY,-34.4833,-54.3333,72.32,48,0,7.54,clear sky
573,Staryy Nadym,RU,65.6118,72.6842,-15.61,95,33,10.09,scattered clouds
574,Meridian,US,43.6121,-116.3915,55.4,82,75,3.44,broken clouds
575,Araouane,ML,18.9048,-3.5265,94.66,7,0,14.9,clear sky
576,Poya,NC,-21.35,165.15,74.32,85,99,5.01,heavy intensity rain
577,Batagay-Alyta,RU,67.8006,130.4114,-6.72,77,100,3.51,overcast clouds
578,Aitape,PG,-3.1374,142.3475,78.08,82,94,3.65,overcast clouds
579,Gejiu,CN,23.306,103.1635,56.66,77,97,3.11,overcast clouds
580,Marzuq,YE,14.4,46.4667,65.1,48,39,6.87,scattered clouds
581,Pangnirtung,CA,66.1451,-65.7125,-13.0,64,20,3.87,few clouds
582,Odesskoye,RU,54.2111,72.9651,24.48,83,93,16.78,overcast clouds
583,Chicla,PE,-11.705,-76.2686,49.15,69,100,10.11,overcast clouds
584,Dublin,US,37.7021,-121.9358,55.0,87,90,3.51,overcast clouds
585,Carlsbad,US,33.1581,-117.3506,63.0,71,1,1.83,clear sky
586,Chute-Aux-Outardes,CA,49.1168,-68.399,17.6,38,1,9.22,clear sky
587,Balykshi,KZ,47.0667,51.8667,33.8,93,75,22.37,mist
588,Claremore,US,36.3126,-95.6161,53.01,46,1,5.75,clear sky
589,Sechura,PE,-5.5569,-80.8222,84.38,51,88,9.46,overcast clouds
590,Husavik,IS,66.0449,-17.3389,50.0,66,40,26.46,scattered clouds
591,Ketchikan,US,55.3422,-131.6461,33.8,100,90,4.61,overcast clouds
592,Luanda,AO,-8.8368,13.2343,86.0,70,20,13.8,few clouds
593,Reconquista,AR,-29.15,-59.65,78.48,50,82,6.96,broken clouds
594,Chapais,CA,49.7834,-74.8492,14.0,52,20,10.36,few clouds
595,Ugoofaaru,MV,5.6667,73.0,83.08,67,37,5.17,scattered clouds
596,Neryungri,RU,56.6709,124.6491,10.29,94,99,2.42,overcast clouds
597,Jizan,SA,17.3333,42.6667,84.2,79,20,6.91,few clouds
598,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,64,20,13.8,few clouds
599,Willowmore,ZA,-33.2926,23.4895,64.13,68,51,14.5,broken clouds
600,Carora,VE,10.1755,-70.0827,85.62,47,39,8.95,scattered clouds
601,Port Blair,IN,11.6667,92.75,79.92,69,0,3.67,clear sky
602,Tessalit,ML,20.1986,1.0114,89.24,6,0,9.22,clear sky
603,Shitanjing,CN,39.2342,106.3439,28.6,23,2,11.05,clear sky
604,Codrington,AU,-38.2667,141.9667,57.49,93,0,7.76,clear sky
605,Abu Zabad,SD,12.35,29.25,89.28,11,82,11.3,broken clouds
606,Hoskote,IN,13.0669,77.7983,75.2,33,4,2.3,clear sky
607,Marica,BR,-22.9194,-42.8186,87.8,70,20,11.5,few clouds
608,Izumo,JP,35.3667,132.7667,51.8,71,75,9.22,broken clouds
609,Tambo,PE,-14.8,-73.9167,44.44,68,84,12.01,broken clouds
610,Camana,PE,-16.6228,-72.7111,75.29,67,68,7.83,broken clouds
611,Grindavik,IS,63.8424,-22.4338,44.6,87,75,26.46,broken clouds
612,Villa Rica,US,33.7321,-84.9191,53.01,66,90,8.05,overcast clouds
613,Daru,PG,-9.0763,143.2092,78.35,85,85,6.55,overcast clouds
614,Farafangana,MG,-22.8167,47.8333,78.04,82,100,7.02,overcast clouds
615,Ponta Delgada,PT,37.7333,-25.6667,60.8,82,20,10.36,few clouds
616,Figline Valdarno,IT,43.6195,11.4693,51.8,30,0,13.8,clear sky
617,Memmingen,DE,47.9837,10.1853,34.0,100,90,11.5,snow
618,Riyadh,SA,24.6877,46.7219,86.0,20,0,9.22,clear sky
619,Sandakan,MY,5.8402,118.1179,80.6,89,20,2.3,few clouds
620,Oga,IT,46.4631,10.347,39.99,46,40,8.05,light snow
621,Challapata,BO,-18.9,-66.7667,55.33,54,79,5.7,broken clouds
622,Mantua,IT,45.1667,10.7833,48.0,54,65,5.01,broken clouds
623,Mopipi,BW,-21.1833,24.8833,82.38,33,34,9.75,scattered clouds
624,Champasak,LA,14.75,106.0,80.4,64,33,2.42,scattered clouds
625,Banda Aceh,ID,5.5577,95.3222,79.93,79,99,6.24,overcast clouds
626,Le Port,RE,-20.9373,55.2919,78.8,69,90,11.5,overcast clouds
627,Road Town,VG,18.4167,-64.6167,82.4,57,20,10.36,few clouds
628,Huilong,CN,31.8111,121.655,54.0,99,100,6.42,overcast clouds
629,Kloulklubed,PW,7.0419,134.2556,77.0,94,75,12.53,broken clouds
630,Pendleton,US,45.6721,-118.7886,48.99,81,20,6.91,few clouds
631,Dongli,CN,23.5656,116.8194,68.0,88,40,2.24,mist
632,Atambua,ID,-9.1061,124.8925,73.17,86,38,1.66,scattered clouds
633,Vallenar,CL,-28.5708,-70.7581,76.84,39,47,12.53,scattered clouds
634,Kamina,CD,-8.7386,24.9906,69.31,89,100,1.99,overcast clouds
635,Ixtapa,MX,20.7,-105.2,73.4,56,1,4.5,clear sky
636,Muisne,EC,0.6,-80.0333,84.2,74,40,4.61,scattered clouds
637,Zapolyarnyy,RU,69.4154,30.8136,21.2,73,75,20.71,snow
638,Barreiras,BR,-12.1528,-44.99,81.41,76,100,2.91,light rain
639,Bandar-E Lengeh,IR,26.5579,54.8807,77.0,83,6,13.8,clear sky
640,Lotofaga,WS,-13.9764,-171.8578,73.4,94,75,5.75,light rain
641,Topeka,US,39.0483,-95.678,48.0,53,1,6.91,clear sky
642,Ust-Tarka,RU,55.5672,75.705,22.62,81,100,15.75,overcast clouds
643,Svetlyy,RU,54.675,20.1347,30.2,55,40,11.18,scattered clouds
644,Santa Clara,CU,22.4,-79.9667,84.2,54,20,5.75,light rain
645,Rio Grande,BR,-32.035,-52.0986,75.2,60,75,8.05,broken clouds
646,Porto Novo,BJ,6.4965,2.6036,86.0,70,20,8.05,few clouds
647,Oranjestad,AW,12.524,-70.027,78.35,76,80,16.73,broken clouds
648,Kvarkeno,RU,52.0833,59.725,33.82,99,97,10.92,overcast clouds
649,Bikaner,IN,28.0167,73.3,75.11,21,6,3.53,clear sky
650,Oxbow,CA,49.2333,-102.1676,39.0,75,0,8.99,clear sky
651,Sao Sebastiao,BR,-23.76,-45.4097,82.76,76,14,5.86,few clouds
652,Chesterton,US,41.6106,-87.0642,44.01,36,1,17.27,clear sky
653,Hirschaid,DE,49.8194,10.9908,39.0,64,46,1.99,scattered clouds
654,Galle,LK,6.0367,80.217,79.29,77,100,3.85,overcast clouds
655,Nishihara,JP,26.1842,127.7558,71.6,83,40,5.75,scattered clouds
656,Griffith,US,41.5284,-87.4237,44.01,52,1,9.22,clear sky
657,Barbacena,BR,-21.2258,-43.7736,73.4,73,75,6.91,broken clouds
658,Nsanje,MW,-16.92,35.262,75.25,94,21,4.45,light rain
659,Humaita,BR,-7.5061,-63.0208,79.83,77,97,2.1,overcast clouds
660,Santarem,BR,-2.4431,-54.7083,82.4,83,75,2.3,broken clouds
661,South Venice,US,27.0531,-82.4243,69.01,64,75,18.41,haze
662,Northam,GB,51.0333,-4.2167,54.0,75,83,7.0,broken clouds
663,Oktyabrskiy,RU,54.4815,53.471,29.77,96,100,13.33,light snow
664,Lisakovsk,KZ,52.5369,62.4936,32.52,90,100,13.09,overcast clouds
665,Zabol,AF,32.25,67.25,60.33,30,60,5.73,broken clouds
666,Anuradhapura,LK,8.3565,80.4173,72.68,91,92,3.24,overcast clouds
667,Tautira,PF,-17.7333,-149.15,78.8,78,75,2.3,light rain
668,Mananjary,MG,-21.2167,48.3333,77.43,83,92,2.35,light rain
669,Jalalabad,AF,34.4265,70.4515,71.38,37,42,1.07,scattered clouds
670,Woodland,US,38.6785,-121.7733,55.0,94,90,3.44,overcast clouds
671,Bang Saphan,TH,11.2126,99.5117,75.69,90,0,3.11,clear sky
672,Fairbanks,US,64.8378,-147.7164,1.0,84,90,2.19,light snow
673,Karratha,AU,-20.7377,116.8463,78.64,60,1,19.24,clear sky
674,Takoradi,GH,4.8845,-1.7554,82.62,69,100,11.05,overcast clouds
675,Ende,ID,-8.8432,121.6623,78.73,88,96,5.14,light rain
676,Playas,EC,-2.6333,-80.3833,80.83,76,95,6.93,overcast clouds
677,Touros,BR,-5.1989,-35.4608,86.0,62,40,16.11,scattered clouds
678,San Joaquin,US,37.9333,-121.3011,55.0,94,90,4.61,overcast clouds
679,Ochamchira,GE,42.7121,41.4721,43.93,86,85,3.11,overcast clouds
680,Amuntai,ID,-2.4177,115.2494,75.85,88,31,2.06,heavy intensity rain
681,Kolkwitz,DE,51.75,14.25,33.01,82,95,7.0,overcast clouds
682,Hashtrud,IR,37.4779,47.0508,40.77,53,1,15.21,clear sky
683,Ayolas,PY,-27.4,-56.9,91.54,34,0,3.02,clear sky
684,Huarmey,PE,-10.0681,-78.1522,77.72,64,45,11.79,scattered clouds
685,Stykkisholmur,IS,65.0757,-22.7297,41.04,90,100,15.52,overcast clouds
686,Besikduzu,TR,41.052,39.2284,48.2,76,75,5.75,broken clouds
687,Kirakira,SB,-10.4544,161.9205,79.27,81,85,3.71,overcast clouds
688,Melong,CM,5.1218,9.9614,74.16,90,99,1.36,light rain
689,Surt,LY,31.2089,16.5887,67.01,62,11,20.92,few clouds
690,Omsukchan,RU,62.5333,155.8,-23.46,99,99,4.25,overcast clouds
691,Frolovo,RU,49.7713,43.6622,35.01,84,100,7.0,overcast clouds
692,Afua,BR,-0.1567,-50.3867,77.85,88,90,6.89,overcast clouds
